,robotiq_force_sensor.wrench.force.norm,robotiq_force_sensor.wrench.torque.norm,baxter_enpoint_pose.twist.linear.norm,baxter_enpoint_pose.twist.angular.norm,tactile_static_data.left.std,tactile_static_data.right.std
1529055945.71,1.2281899507641607,0.12815914752777238,0.012017020450203473,0.02112497687688333,20.215107609701132,15.544921341686635
1529055945.76,1.3893506572636034,0.12972253244334406,0.01714592875538779,0.02457828665574732,19.175049513265957,16.194863285727806
1529055945.81,1.3860148966299197,0.12729789814331519,0.015514557180124811,0.020301912447806457,19.638589136783338,16.709042638361105
1529055945.86,1.3365258627599843,0.12363981423186526,0.01571619155067485,0.02237577189703363,19.742668790565244,16.948858544231197
1529055945.91,1.380052707673061,0.12194114747046209,0.017081380109968746,0.024196824767123093,19.847835619015246,17.14619645129327
1529055945.96,1.4235184033593031,0.12030808921671951,0.022349070133854964,0.02946032641090434,20.910842004021454,18.441042418053634
1529055946.01,1.1765877315923563,0.11520335467586486,0.019830977349181038,0.025059130469673188,20.496465992447142,18.886918668411177
1529055946.06,1.1531319407424694,0.11718749704241405,0.022292178243482137,0.028937235397979547,19.910401345097995,18.080521166379718
1529055946.11,1.267579144638438,0.1214121930168314,0.021152180393867053,0.025835443807381866,19.760763072287155,17.750278965709235
1529055946.16,1.5153002373312503,0.12085795724320746,0.023422285783051503,0.026580911517092364,20.222183085248624,17.77749821256914
1529055946.21,1.4458828082676014,0.1193491561757995,0.022642269283115014,0.02586989142295872,18.922693633809995,16.654394753003753
1529055946.26,1.692749391244999,0.11950530308076429,0.022123435926972183,0.028189394473068504,18.568161170576627,16.225561263819625
1529055946.31,2.2076022746465456,0.12588263052062587,0.022481450510797016,0.02923976235974251,19.41311371260007,16.37188269552389
1529055946.36,2.379212787219085,0.12448150136784278,0.025599408019784838,0.03331597762614666,21.095121220912677,16.52195019710922
1529055946.41,2.325296834097403,0.12473199712896123,0.022962997239200984,0.033281073606805184,21.090199422591585,16.949598782533077
1529055946.46,2.4087110917879193,0.12098399435832051,0.01922887579689786,0.030199805895575135,21.170191153098422,16.405947248833552
1529055946.51,2.3097270049520624,0.12091267059703913,0.021516111167587178,0.03180170118933404,21.138273338718562,15.606704102544807
1529055946.56,1.8890176429304102,0.11455164777579295,0.01741837331248089,0.027804030170047716,19.844679407720175,15.761844055057836
1529055946.61,1.6178667168995216,0.1140298099344881,0.015267706960261604,0.025658463548669123,18.70912626740689,15.391267345486796
1529055946.66,1.2111843586109388,0.11414624020156783,0.01450686370069653,0.026385985746693548,18.39224741845748,14.627318900812885
1529055946.71,1.0635395246502959,0.11517132231911247,0.018554109698746605,0.02798088151949554,19.74860339986754,15.191481977487403
1529055946.76,0.869139007115366,0.11772372033768197,0.018464840295777208,0.030020183358800877,19.76403813187423,15.60751892481296
1529055946.81,0.7556837438666881,0.1214262622911536,0.019233441183696385,0.030853792202690657,19.957494775552657,14.738277960246318
1529055946.86,0.7715005928934081,0.12393897597730429,0.018527764668911574,0.03030939655020207,19.09122665589165,14.863596639716606
1529055946.91,0.964984255513426,0.12747160165842547,0.020023696261028193,0.03212790790890724,19.05599547593894,14.694578739236794
1529055946.96,1.1771743651214623,0.1288275279936385,0.017804561164447428,0.03220717084079199,19.43245855342819,14.827319180605725
1529055947.01,1.3059974115694903,0.12566365154211848,0.018457207716213557,0.030858678848094852,20.816955319202062,14.506171821707818
1529055947.06,1.45299264585554,0.1250685960288434,0.01799638798144156,0.02889298577871111,20.59168025803149,14.6327669853046
1529055947.11,1.4830914619744746,0.12206060790870864,0.01669689968307542,0.03036445484299745,21.288606882441087,13.740159615388329
1529055947.16,1.5561614896691989,0.12418901828566681,0.017840605147819606,0.027248557874460132,20.807065057605122,14.578036389155043
1529055947.21,1.353173808570228,0.12266252533564587,0.016952088106459425,0.02508919595680639,20.48821203160983,15.184203656286034
1529055947.26,1.2339259662634738,0.12475904348336009,0.017582718062303743,0.024771712167041934,19.452391159934788,16.079792300175626
1529055947.31,1.1058490440307842,0.12000750472182024,0.023030205803493443,0.03235752596964897,20.515782022255824,17.273671392066557
1529055947.36,1.1691366313603042,0.12123616082204207,0.02629646887404567,0.03360020132297884,21.39587468364137,18.469648990484277
1529055947.41,1.0086737649559792,0.11323999284392294,0.029172944977711123,0.039399652900011094,21.843911530654744,18.60122751699894
1529055947.46,1.0897403333043145,0.11937523222664279,0.02738680259748497,0.03738609677646525,20.336802060653056,17.546203019668138
1529055947.51,1.2906681491503877,0.11547571789698485,0.026930712645416775,0.03830326914401934,20.17640383677045,17.539330043498943
1529055947.56,1.429543157439172,0.12424267408315923,0.02110908924805033,0.032316381988102306,18.242928440355403,17.14561322747712
1529055947.61,1.2362762678772772,0.12307683850284501,0.018537344144269177,0.027416399935801507,16.914660998487314,17.127288551390595
1529055947.66,1.260990701331843,0.1194130457092989,0.016466278446881786,0.02321233835227684,15.731364051423567,16.651901794310714
1529055947.71,1.1478940928143617,0.11492364760620202,0.027173512444717125,0.029536045733394887,16.78586869158949,16.474952631032
1529055947.76,1.0525971146151099,0.11829256117187044,0.036562534562666636,0.03163031269246609,17.356607123470965,15.974301945454025
1529055947.81,1.1160466657816572,0.11612879620577689,0.048774490268134844,0.07420451591565982,18.432827830984433,16.01547064272225
1529055947.86,1.3258759757893495,0.11765430862502989,0.06705370849457339,0.12316279340999409,18.65484684580333,15.919342280585985
1529055947.91,1.582152327435215,0.12016254684390099,0.08951635479336201,0.17671253440301352,19.92686080352445,15.625184760365757
1529055947.96,1.7371912616177172,0.12193314897053283,0.09928337335838189,0.21217638050945964,19.02229750722786,16.474423204581893
1529055948.01,1.8596015817489429,0.12424706537664575,0.10192224865312349,0.24243765748837875,18.23407854544439,17.07053511990505
1529055948.06,1.7654142631741356,0.11777361308381674,0.0952500020216878,0.22398474399293153,19.49807850789879,16.32547725951185
1529055948.11,1.7197594974492665,0.11975023524336773,0.07983346965609847,0.19593024206260143,20.79610915364208,15.397026958222476
1529055948.16,1.5249456013365106,0.1252284440826296,0.05875625124017348,0.16418814703693674,20.707872679026558,15.600349073408815
1529055948.21,1.5338537371795635,0.12683648345057516,0.0480451684410363,0.1494967043556851,21.184818358117898,15.092358255320478
1529055948.26,1.4655108139568238,0.12826117355842034,0.04083480327186788,0.14231742148908566,20.79365382818268,14.538735243036859
