,robotiq_force_sensor.wrench.force.norm,robotiq_force_sensor.wrench.torque.norm,baxter_enpoint_pose.twist.linear.norm,baxter_enpoint_pose.twist.angular.norm,tactile_static_data.left.std,tactile_static_data.right.std
1528708734.35,3.0470561288387827,0.07716885920665598,0.01668508571053596,0.026060554019480722,200.78453367336874,144.86167516847257
1528708734.4,3.325855346519938,0.0764729666363705,0.016998910522489086,0.027859393248082818,201.69563363460662,144.2113651411527
1528708734.45,2.849765384754138,0.06775784009739765,0.01864264774072411,0.03176499171053337,202.61905376441263,144.8515035677634
1528708734.5,2.9383782379389634,0.07136708580522692,0.015992164620772943,0.030865750216363383,204.3460688577308,144.7621628387939
1528708734.55,2.654727631943549,0.06547452533955861,0.011704383303523623,0.02263650148880928,205.31808431697615,143.50732937860818
1528708734.6,2.6294832070238963,0.06384658323715937,0.010685390987611865,0.02105240663822339,206.60411414779023,143.36272231170673
1528708734.65,2.228882054462862,0.06129413867204246,0.006652476587529244,0.017275938311962738,206.19815738443572,143.68837881948838
1528708734.7,2.252153139910782,0.06060647893998522,0.007582977293642064,0.017975119680774546,205.7705498349807,143.06524612347488
1528708734.75,1.816151066124853,0.061108488857765556,0.009334923109634345,0.021053842800598833,204.69233344444845,142.9465533496099
1528708734.8,1.7251911936689668,0.06275191451233851,0.010309649319572223,0.022511580081687653,204.0681590659946,144.0231613308038
1528708734.85,1.6820999475091292,0.05978016160253309,0.013455974700189426,0.02389281630001327,203.5755856217995,145.06268290187978
1528708734.9,1.7562343864548413,0.060958477068494034,0.016437725182935937,0.02541037452252394,202.61698217293076,144.93677464677305
1528708734.95,1.7360363958241354,0.06063296364414858,0.017068506640390255,0.024652794190322815,202.33258367504396,144.3494128451016
1528708735.0,1.9714443885317707,0.059730585395245755,0.016995531983427552,0.030135763367818442,202.65098526728895,144.89692047221473
1528708735.05,1.7945131666101868,0.055996139618902666,0.01560100556990457,0.02792362437144424,203.3091828604707,144.71501151635016
1528708735.1,1.8951258414188004,0.05395701502439567,0.017394393328596332,0.03344735992062258,204.39176248948368,144.06590263253537
1528708735.15,1.8133511708856385,0.04984953147868179,0.01651510087932764,0.03312561028718997,205.83269397386073,144.07659411829775
1528708735.2,1.9397532777037594,0.047170040379027035,0.015083233298322958,0.03135882644399162,207.30239813236037,144.72378422460665
1528708735.25,2.010813273346043,0.04302068223115595,0.016827568867702418,0.026748716784285503,207.20126552055734,143.80544579520372
1528708735.3,2.164253722773708,0.03918967589585741,0.017076002425477903,0.027866225598289197,207.2337509089428,143.48560593231926
1528708735.35,2.03176019954171,0.04188969064115344,0.012145367954462834,0.02063449246085358,207.103537261643,143.527125717939
1528708735.4,1.9948860363729464,0.04368905447280535,0.011934515729515314,0.01986085810029709,206.3029742672781,143.22327072490808
1528708735.45,1.8857514685979362,0.047409412062642944,0.011585909750624438,0.020192428209709824,204.8003735548065,143.51562723743288
1528708735.5,1.756049340189691,0.05027365322681149,0.010786944021022734,0.020402234616834904,204.98401786333176,143.83223742895294
1528708735.55,1.707023649425692,0.053798805528992466,0.014071101629975708,0.024494109984029105,204.79851419107362,144.7875433056119
1528708735.6,1.881262915316192,0.05616737005163687,0.01651631566990666,0.029290670245970193,204.186190387366,145.34469653863357
1528708735.65,1.784851218631719,0.0560359927320274,0.01684560692119918,0.028332605468417326,205.36709602294798,145.94547089275315
1528708735.7,2.1016942971543005,0.056482059311363894,0.015989685389093147,0.029255196565525082,206.56316102394334,146.00057418794017
1528708735.75,2.1048507412863495,0.05672788433824883,0.015900658796820465,0.027321496657453138,206.50050955511364,146.3284821236335
1528708735.8,1.891684771139293,0.05411950979188217,0.016319954913390045,0.025028725689470465,206.12367120464583,145.06989372344506
1528708735.85,1.5659517470935902,0.04979419260227291,0.013634093258977643,0.023611901193798787,206.0545910758595,144.9168079887663
1528708735.9,1.641104661357999,0.052595136981668705,0.012062003922172155,0.02128792559425912,205.34641943591438,144.38997204276004
1528708735.95,1.125687297380658,0.05068756969100722,0.012570359678870434,0.017702598616394106,204.52324257538098,143.12460775748414
1528708736.0,0.8834530740368137,0.054381090459190644,0.011026353441610924,0.01656450656837994,204.47775088812932,142.8170368856369
1528708736.05,1.097821168133661,0.0570682028065567,0.008643764538929346,0.01278109902616327,204.71407052311403,143.1346668748937
1528708736.1,1.3602976878171238,0.06516879598839376,0.010516661096219421,0.011100818204727358,204.8427804936271,143.0544460963019
1528708736.15,1.6819374186280474,0.06844732939429653,0.011705138964148215,0.013906262443628725,204.91203721677806,143.24964959117492
1528708736.2,2.0584400779850403,0.07354516838552323,0.012315487346534506,0.015917782143657768,205.12882704319154,144.2744780213622
1528708736.25,2.295271078684478,0.0739615713231894,0.012639559253115195,0.015709415580159206,204.99868526279172,145.02462282585435
1528708736.3,2.3568537656812825,0.07775145895326521,0.014543687613837926,0.021432467064600433,205.17031483542786,145.1100326784475
1528708736.35,2.117012254387568,0.07240373607870129,0.012175854909017984,0.02057713462634924,205.22095693336584,145.24220577120911
1528708736.4,1.8286337525897,0.06748759111374189,0.014282323825240644,0.028580907806598076,205.48407948060003,145.00763506929314
1528708736.45,1.6830412592315271,0.06345013968776306,0.013871310885092197,0.03248098883171828,205.8276363223216,144.88608622531643
1528708736.5,1.6376847503718854,0.05755359539201829,0.020246156781541323,0.05158593937790025,205.67112518661318,144.74078797896416
1528708736.55,1.6711146829924672,0.05270361516476296,0.03158129468588771,0.07671130820169035,204.79940774229019,145.08530461539985
1528708736.6,1.8313789169813104,0.05666195291526871,0.04671868133510466,0.10496998937614259,204.58489828140824,145.93727933600846
1528708736.65,1.8496972322873162,0.057131683169310186,0.05608539861261976,0.1119538287346927,204.17160098675146,146.88884007696169
1528708736.7,2.144195657895807,0.06230278290337733,0.06537166107046107,0.1280419803187499,203.47597504299034,148.29204742111676
1528708736.75,2.3317009390252657,0.06206166431298713,0.06708279323383953,0.1190328234287917,203.607065764191,148.83386497831577
1528708736.8,2.8515088732452463,0.06398706014608349,0.06071540965620599,0.09048092211102315,204.9835126857754,148.6971523629718
1528708736.85,3.047055663179125,0.06392663200203651,0.06228770307838348,0.08526069909307123,205.97994696981033,147.2641016453439
1528708736.9,3.4318920361433065,0.06543751953854272,0.0671660932000652,0.07622624029361744,206.4824585942392,146.18069047249452
1528708736.95,4.206847681845451,0.05844954469486844,0.08121318050671929,0.06814473301868906,207.38594829832172,145.54534141437355
1528708737.0,4.941554409004704,0.06377917959141662,0.09422377255827837,0.06765742125035061,207.6687438365338,145.27855089561626
1528708737.05,4.918182237342529,0.06492772662447903,0.10682456100119203,0.07495311805168949,206.77614439998445,145.30852839555828
1528708737.1,5.023380777365047,0.06367671686719066,0.11057786518130296,0.06692100266759198,205.91853261841237,145.56059033396897
1528708737.15,4.951452219523771,0.059063210328400575,0.11041693416675023,0.07986997085235721,205.28520304582864,145.43552848439467
1528708737.2,4.500994638520594,0.05776708673843872,0.10402048231689674,0.08293456552262242,204.35299296770398,144.75858559906712
1528708737.25,3.9644294718473407,0.05989141439427,0.10096951664035972,0.08699702658103924,203.81054252732898,143.64838792988
