,robotiq_force_sensor.wrench.force.norm,robotiq_force_sensor.wrench.torque.norm,baxter_enpoint_pose.twist.linear.norm,baxter_enpoint_pose.twist.angular.norm,tactile_static_data.left.std,tactile_static_data.right.std
1529055706.37,4.442767848300001,0.16949000701856634,0.07077794779543309,0.05488590168980729,210.10620576855732,189.74924039768194
1529055706.42,4.71213657678639,0.15301295683653796,0.07572053799551055,0.054442959140550536,210.85139002466056,190.43161782786584
1529055706.47,4.632790949837665,0.13096343314075504,0.0766895551610131,0.04806368037993363,210.80237240395377,189.86077819235643
1529055706.52,4.474445136689636,0.15051445699369487,0.0784371669373912,0.05497211730757206,210.78256155742338,189.50988776320756
1529055706.57,4.3863819118491385,0.15819694335067636,0.0784924141898403,0.0524279184338603,211.89656459036016,189.08118332621405
1529055706.62,4.629165297145612,0.16697956637187558,0.07733592712335108,0.05369695263065642,212.11173484134562,189.68675230323723
1529055706.67,4.536551930421242,0.17703117989455341,0.07137719662246379,0.05362637947462925,212.96328082093856,189.986327902394
1529055706.72,4.45095291946501,0.17789211826870147,0.06768474343842093,0.056257012642789796,213.20698609177384,190.89457281228084
1529055706.77,4.701881876584282,0.16950288014382542,0.0627765167751507,0.05603098431425584,214.92895860291188,191.01900613870737
1529055706.82,4.7359401668398355,0.1649394465114299,0.05177365046001507,0.051183356673788996,214.29089422972663,190.52111498006897
1529055706.87,4.632657894375486,0.16124015786211407,0.04306099007349107,0.05620319231600667,214.89497664725792,189.41563336799288
1529055706.92,4.778938718488685,0.16701881909539432,0.0343884210640403,0.05277427906297471,214.31076600613508,188.36635919595545
1529055706.97,4.801972219250325,0.16781689256100094,0.024024549141575258,0.040587601260748604,213.8933052101325,187.11304272115137
1529055707.02,4.667608578238821,0.16540144114075125,0.01590469909939166,0.03318938651658947,212.19853294517895,186.76265122009355
1529055707.07,4.824254665673646,0.16920295681521133,0.012749558399530389,0.030320804905152588,211.71433904570515,186.48537071595663
1529055707.12,4.960194872053871,0.16885500496787442,0.009843428056932942,0.026121136918631063,210.74986131246578,186.7838126069928
1529055707.17,4.756032739372161,0.16206460948689483,0.012434015859847753,0.024028474541923462,209.51626630809662,187.20920528391645
1529055707.22,4.845833744423186,0.15993518283685287,0.013782658264085009,0.027087855693190457,209.93415395547365,188.10966614767815
1529055707.27,4.809667302701505,0.1598874129282503,0.013053867990025857,0.022213950459937105,211.1292972354563,188.7066556925746
1529055707.32,4.700434792705977,0.15713068498540725,0.01095307038036033,0.018207386038108637,211.96802460323178,188.81906804190712
1529055707.37,4.500700666400585,0.15372469526581292,0.009567491208356588,0.014804432343738115,212.426002127102,188.90286593922872
1529055707.42,4.571773360109487,0.15747957333395599,0.006571236895145366,0.015763021788452965,213.4200586142166,189.05479013947598
1529055707.47,4.671591685827404,0.16691343649440032,0.007155688394763761,0.01670436410567634,213.57420702625373,188.98756781238706
